Decile,Turnout
1,58.14209714862766
2,59.77988922611339
3,63.12991477364047
4,65.1772798062266
5,65.76511676701338
6,67.77457910132752
7,69.01253321675784
8,69.1859818416606
9,71.07361449482426
10,71.91449927263515
