Decile,Turnout
1,56.33002570615243
2,59.38153208104401
3,61.409508129245246
4,63.84641472636302
5,64.6875992688199
6,66.07800603907785
7,67.38945802218949
8,68.18485592931268
9,70.53355017441254
10,71.81172604595831
