Decile,Turnout
1,49.090088368760455
2,51.79851570450315
3,54.38789556569272
4,57.39065045707795
5,58.71231946899279
6,62.211187358600114
7,61.56194621870528
8,64.179138801549
9,67.32510122804509
10,68.4698934510513
