Decile,Turnout
1,62.5429752288285
2,63.98551463555832
3,66.14215526546641
4,67.35510243311988
5,68.42726537102149
6,69.38886230335643
7,71.21606572780018
8,71.28257554258356
9,72.88998398824289
10,74.48660937180718
